data_time,hyyhs_cnt,hyjzyhs_cnt,tgyhzs_cnt,data_update_time
20210525,7653177.0,4496558.0,320958134.0,2021-5-26 7:21
20210526,7944354.0,4466218.0,321533342.0,2021-5-27 7:54
20210527,8114032.0,4474662.0,322093182.0,2021-5-28 7:15
20210528,7860317.0,4338446.0,322633020.0,2021-5-29 7:31
20210529,7749281.0,3983368.0,323093278.0,2021-5-30 7:30
20210530,7299359.0,4016854.0,323444746.0,2021-5-31 7:47
20210531,8380561.0,4594092.0,323931690.0,2021-6-1 7:57
20210601,8980079.0,4737224.0,324302410.0,2021-6-2 7:25
20210602,7326721.0,4865456.0,324719638.0,2021-6-3 7:42
20210603,7132664.0,4876832.0,325166616.0,2021-6-4 7:46
20210604,6057881.0,4909712.0,325643948.0,2021-6-5 7:43
20210605,4916102.0,4344142.0,325980882.0,2021-6-6 7:56
20210606,4947098.0,4296448.0,326265538.0,2021-6-7 7:31
20210607,6142841.0,4897200.0,326689536.0,2021-6-8 7:47
20210608,6173661.0,4872690.0,327155394.0,2021-6-9 7:46
20210609,4969610.0,4925392.0,327631862.0,2021-6-10 8:11
20210610,5890555.0,5825454.0,328216238.0,2021-6-11 8:01
20210612,5313336.0,4656434.0,329027348.0,2021-6-13 7:36
20210613,5778901.0,4646316.0,329338614.0,2021-6-14 7:49
20210614,5349106.0,4794844.0,329589244.0,2021-6-15 7:55
20210615,6093413.0,5587700.0,330039362.0,2021-6-16 7:56
20210616,5497184.0,4277548.0,330558358.0,2021-6-17 7:52
20210617,5039042.0,3819646.0,331119786.0,2021-6-18 7:59
20210618,4540350.0,3537912.0,331651294.0,2021-6-19 7:27
20210619,3645245.0,2387278.0,332065842.0,2021-6-20 8:09
20210620,4367550.0,3893216.0,332448256.0,2021-6-21 8:05
20210621,5132931.0,4486812.0,333015888.0,2021-6-22 7:32
20210622,5331137.0,4717992.0,333596654.0,2021-6-23 8:09
20210623,5358836.0,4747470.0,334209860.0,2021-6-24 7:56
20210624,5484427.0,4750706.0,334954206.0,2021-6-25 8:00
20210625,5092308.0,4650868.0,335421272.0,2021-6-26 7:28
20210626,5171324.0,4372350.0,335859048.0,2021-6-27 7:24
20210627,5413709.0,4610178.0,336248768.0,2021-6-28 7:28
20210628,6426577.0,5439208.0,336802228.0,2021-6-29 7:27
20210629,5563087.0,5152538.0,337092102.0,2021-6-30 8:32
20210630,6325653.0,5593320.0,337644514.0,2021-7-1 7:16
20210701,5891379.0,5308498.0,337988864.0,2021-7-2 7:28
20210702,6654644.0,5312112.0,338346732.0,2021-7-3 7:26
20210703,5388831.0,5050058.0,338676160.0,2021-7-4 7:09
20210704,5688058.0,5258988.0,338987012.0,2021-7-5 7:24
20210705,6405247.0,5738150.0,339410274.0,2021-7-6 7:05
20210706,6371051.0,5709164.0,339784444.0,2021-7-7 7:25
20210707,6523751.0,5803258.0,340146208.0,2021-7-8 7:23
20210708,6261527.0,5913464.0,340522092.0,2021-7-9 7:25
20210709,6694637.0,6241276.0,340943576.0,2021-7-10 7:28
20210710,7254681.0,6812560.0,341350874.0,2021-7-11 7:39
20210711,6407487.0,6019770.0,341647664.0,2021-7-12 7:49
20210712,6770708.0,6313424.0,342032170.0,2021-7-13 7:40
20210713,6888642.0,6411502.0,342449612.0,2021-7-14 8:02
20210714,7371702.0,6810782.0,342899716.0,2021-7-15 8:12
20210715,7608236.0,6547472.0,343340644.0,2021-7-16 8:34
20210716,7272607.0,6399260.0,343788068.0,2021-7-17 7:40
20210717,6898456.0,5688770.0,344165128.0,2021-7-18 7:46
20210718,6305561.0,5600986.0,344488570.0,2021-7-19 7:57
20210719,7071315.0,6164120.0,344933110.0,2021-7-20 7:57
20210720,6654867.0,5948852.0,345397366.0,2021-7-21 8:35
20210721,9420576.0,5922752.0,345863638.0,2021-7-22 7:42
20210722,6680091.0,5915016.0,346326732.0,2021-7-23 8:05
20210723,6619383.0,5833268.0,346783958.0,2021-7-24 8:24
20210724,6170655.0,5527864.0,347092462.0,2021-7-25 7:59
20210725,6547271.0,5696878.0,347352970.0,2021-7-26 7:50
20210726,7219530.0,6324980.0,347798104.0,2021-7-27 7:38
20210727,6782128.0,6078390.0,348314580.0,2021-7-28 8:17
20210728,6916701.0,5929522.0,316251788.0,2021-7-29 8:06
20210729,7512446.0,5888070.0,349286732.0,2021-7-30 7:50
20210730,7831407.0,0.0,349697502.0,2021-7-31 7:56
20210731,7311375.0,6107032.0,349957254.0,2021-8-1 8:39
20210801,7809011.0,6524054.0,350140988.0,2021-8-2 7:57
20210802,7872925.0,7086728.0,350483786.0,2021-8-3 8:15
20210804,8145182.0,7380500.0,351279260.0,2021-8-5 8:47
20210805,7776313.0,6927472.0,351669374.0,2021-8-6 9:07
20210806,9432355.0,6748922.0,352059660.0,2021-8-7 8:49
20210807,8932590.0,6300056.0,352331100.0,2021-8-8 8:27
20210808,8627011.0,6031248.0,352572364.0,2021-8-9 8:27
20210809,9691703.0,6950596.0,352949848.0,2021-8-10 9:24
20210810,8306919.0,7585294.0,353472652.0,2021-8-11 8:42
20210811,7054824.0,6536580.0,353890062.0,2021-8-12 8:47
